ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1988.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,32,37.5,0
Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Always,Often,Always,Male,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,30,70.83,1
Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Seldom,Sometimes,Often,Often,Sometimes,Sometimes,Female,1972.0,Other,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,1. less than 1000 eur,12,54.17,0
Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Always,Always,Always,Always,Female,1960.0,Self-Employed,Small Animal Medicine,Rheinland-Pfalz,50000 pop. aprox.,5. 4000 to 5000 eur,40,83.33,1
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Seldom,Often,Often,Sometimes,Often,Female,1984.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,35,58.33,0
Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Never,Sometimes,Sometimes,Seldom,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,24,41.67,0
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1981.0,Currently looking for a job,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,0,29.17,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Never,Sometimes,Sometimes,Often,Female,1993.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,40,41.67,0
Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Seldom,Often,Often,Often,Sometimes,Male,1943.0,Self-Employed,Farm Animals,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,15,58.33,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Never,Seldom,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,60,4.17,0
Strongly agree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Never,Never,Never,Seldom,Female,1982.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,60,12.5,0
Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Often,Always,Always,Often,Often,Female,1987.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,4. 3000 to 4000 eur,45,79.17,1
Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Female,1978.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,16,50.0,0
Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Always,Female,1987.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,60,58.33,0
Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Male,1951.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,20,66.67,1
Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1974.0,Other,Farm Animals,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,58,29.17,0
Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Often,Often,Sometimes,Female,1981.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,80,45.83,0
Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1988.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,75,25.0,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1982.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,48,41.67,0
Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Seldom,Sometimes,Often,Always,Often,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,44,62.5,0
Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1975.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,50,75.0,1
Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1987.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,90,25.0,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1970.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,50,58.33,0
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Never,Seldom,Sometimes,Always,Often,Seldom,Female,1963.0,Self-Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,2. 1000 to 2000 eur,50,45.83,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,45,37.5,0
Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Thuringia,100000 pop. aprox.,2. 1000 to 2000 eur,36,41.67,0
Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1966.0,Self-Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,50,25.0,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Saxony (Sachsen),20000 pop. aprox.,2. 1000 to 2000 eur,33,45.83,0
Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1977.0,Employed,Small Animal Medicine,Rheinland-Pfalz,50000 pop. aprox.,3. 2000 to 3000 eur,80,33.33,0
Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1977.0,Employed,Small Animal Medicine,Saxony-Anhalt,100000 pop. aprox.,1. less than 1000 eur,14,66.67,1
Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Sometimes,Sometimes,Often,Often,Often,Always,Male,1987.0,Employed,Horses,Bavaria,20000 pop. aprox.,1. less than 1000 eur,35,70.83,1
Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Male,1959.0,Self-Employed,Mixed practice,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,70,45.83,0
Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,Male,1940.0,Retired,Mixed practice,Saxony-Anhalt,5000 pop. aprox.,2. 1000 to 2000 eur,0,50.0,0
Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Sometimes,Female,1975.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,40,54.17,0
Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1965.0,Self-Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,6. more than 5000 eur,70,29.17,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Sometimes,Always,Female,1956.0,Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,4. 3000 to 4000 eur,45,66.67,1
Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Often,Sometimes,Often,Often,Sometimes,Female,1982.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),20000 pop. aprox.,2. 1000 to 2000 eur,32,62.5,0
Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Often,Seldom,Sometimes,Sometimes,Sometimes,Female,1991.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,40,50.0,0
Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Often,Often,Seldom,Sometimes,Always,Always,Female,1983.0,Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,59,70.83,1
Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Sometimes,Sometimes,Female,1975.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,15,66.67,1
Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Sometimes,Seldom,Female,1981.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,3. 2000 to 3000 eur,60,37.5,0
Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Often,Sometimes,Always,Female,1965.0,Self-Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,70,54.17,0
Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1988.0,Parental Leave,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,35,29.17,0
Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Always,Female,1963.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,40,62.5,0
Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Female,1986.0,Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,51,33.33,0
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1984.0,Employed,Horses,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,70,29.17,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1981.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,55,66.67,1
Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Male,1960.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,70,62.5,0
Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Always,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,55,54.17,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1977.0,Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,2. 1000 to 2000 eur,60,29.17,0
Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Sometimes,Sometimes,Seldom,Often,Sometimes,Always,Female,1984.0,Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,30,58.33,0
Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Female,1968.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,37.5,0
Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,3. 2000 to 3000 eur,43,33.33,0
Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Female,1977.0,Other,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,1. less than 1000 eur,35,58.33,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1981.0,Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,3. 2000 to 3000 eur,35,29.17,0
Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Seldom,Seldom,Seldom,Male,1960.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,6. more than 5000 eur,65,29.17,0
Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1972.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,45,54.17,0
Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1966.0,Employed,Horses,North Rhine-Westphalia,20000 pop. aprox.,5. 4000 to 5000 eur,60,37.5,0
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Always,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,45,66.67,1
Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Seldom,Sometimes,Seldom,Often,Sometimes,Often,Female,1955.0,Employed,Horses,Baden-Wurttemberg,20000 pop. aprox.,5. 4000 to 5000 eur,42,50.0,0
Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Often,Seldom,Always,Often,Sometimes,Male,1975.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,42,58.33,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Male,1970.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,5. 4000 to 5000 eur,50,37.5,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1972.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,42,50.0,0
Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Male,1970.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,5. 4000 to 5000 eur,46,29.17,0
Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Female,1971.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,44,58.33,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,45,29.17,0
Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Always,Always,Often,Often,Male,1972.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,5. 4000 to 5000 eur,41,79.17,1
Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Always,Sometimes,Often,Male,1951.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,6. more than 5000 eur,55,62.5,0
Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1989.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,70,29.17,0
Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Often,Often,Often,Often,Male,1959.0,Employed,Small Animal Medicine,Bremen,100000 pop. aprox.,4. 3000 to 4000 eur,40,66.67,1
Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Male,1962.0,Other,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,1. less than 1000 eur,50,37.5,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Female,1966.0,Other,Small Animal Medicine,Bavaria,5000 pop. aprox.,6. more than 5000 eur,42,33.33,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Often,Often,Sometimes,Often,Female,1982.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,30,58.33,0
Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Sometimes,Sometimes,Sometimes,Female,1964.0,Employed,Horses,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,42,50.0,0
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Female,1973.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,33.33,0
Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1965.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,42,75.0,1
Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,24,41.67,0
Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Often,Often,Sometimes,Female,1969.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,5. 4000 to 5000 eur,45,62.5,0
Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1984.0,Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,42,58.33,0
Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Male,1961.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,45,29.17,0
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Seldom,Often,Sometimes,Seldom,Sometimes,Sometimes,Female,1993.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,40,45.83,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1964.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,18,41.67,0
Disagree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Seldom,Seldom,Seldom,Seldom,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,40,33.33,0
Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Often,Seldom,Always,Always,Sometimes,Always,Male,1990.0,Employed,Horses,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,45,75.0,1
